,country,year,d_civil_conflict,preds,preds_proba
434,Armenia,2017,0,0,0.03801030766217739
435,Armenia,2018,0,0,0.027658806305995615
436,Armenia,2019,0,0,0.0146521325299915
437,Armenia,2020,0,0,0.011905406049931169
438,Armenia,2021,0,0,0.009349304829744389
439,Armenia,2022,1,0,0.016197836814363185
440,Armenia,2023,0,1,0.7408822663029908
441,Georgia,2017,0,0,0.01789076336247542
442,Georgia,2018,0,0,0.054119469765727735
443,Georgia,2019,0,0,0.022771100263241296
444,Georgia,2020,0,0,0.019070246604388094
445,Georgia,2021,0,0,0.021382428045620742
446,Georgia,2022,0,0,0.022343641051837105
447,Georgia,2023,0,0,0.03662005272482905
448,Azerbaijan,2017,1,1,0.8637206954870909
449,Azerbaijan,2018,0,1,0.857467494410881
450,Azerbaijan,2019,0,0,0.2042141537232931
451,Azerbaijan,2020,1,0,0.26275337555556544
452,Azerbaijan,2021,1,1,0.9167265685839451
453,Azerbaijan,2022,1,1,0.6914998017676436
454,Azerbaijan,2023,1,1,0.7408822663029908
455,Finland,2017,0,0,0.01771097387588556
456,Finland,2018,0,0,0.01771097387588556
457,Finland,2019,0,0,0.01771097387588556
458,Finland,2020,0,0,0.01771097387588556
459,Finland,2021,0,0,0.01771097387588556
460,Finland,2022,0,0,0.0
461,Finland,2023,0,0,0.0
462,Sweden,2017,0,0,0.0
463,Sweden,2018,0,0,0.0
464,Sweden,2019,0,0,0.0
465,Sweden,2020,0,0,0.0
466,Sweden,2021,0,0,0.0
467,Sweden,2022,0,0,0.0
468,Sweden,2023,0,0,0.0
469,Norway,2017,0,0,0.01771097387588556
470,Norway,2018,0,0,0.01771097387588556
471,Norway,2019,0,0,0.01771097387588556
472,Norway,2020,0,0,0.01771097387588556
473,Norway,2021,0,0,0.01771097387588556
474,Norway,2022,0,0,0.0
475,Norway,2023,0,0,0.0
476,Denmark,2017,0,0,0.0
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.0
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.0
482,Denmark,2023,0,0,0.0
483,Iceland,2017,0,0,0.06550590348254323
484,Iceland,2018,0,0,0.05462520969255741
485,Iceland,2019,0,0,0.05500327926310486
486,Iceland,2020,0,0,0.06924070727265674
487,Iceland,2021,0,0,0.006163324138987856
488,Iceland,2022,0,0,0.005180039969862979
489,Iceland,2023,0,0,0.0033627201215696793
490,Cabo Verde,2017,0,0,6.828362285589424e-06
491,Cabo Verde,2018,0,0,6.828362285589424e-06
492,Cabo Verde,2019,0,0,6.828362285589424e-06
493,Cabo Verde,2020,0,0,6.828362285589424e-06
494,Cabo Verde,2021,0,0,6.828362285589424e-06
495,Cabo Verde,2022,0,0,6.828362285589424e-06
496,Cabo Verde,2023,0,0,6.828362285589424e-06
497,Guinea-Bissau,2017,0,0,1.4800936629845183e-05
498,Guinea-Bissau,2018,0,0,1.4800936629845183e-05
499,Guinea-Bissau,2019,0,0,1.4800936629845183e-05
500,Guinea-Bissau,2020,0,0,0.00015790587785425542
501,Guinea-Bissau,2021,0,0,6.828362285589424e-06
502,Guinea-Bissau,2022,0,0,6.828362285589424e-06
503,Guinea-Bissau,2023,0,0,6.828362285589424e-06
504,Equatorial Guinea,2017,0,0,0.045154662772696176
505,Equatorial Guinea,2018,0,0,0.03282923855527065
506,Equatorial Guinea,2019,0,0,0.02441078781361695
507,Equatorial Guinea,2020,0,0,0.02405188909188637
508,Equatorial Guinea,2021,0,0,0.02484561969756388
509,Equatorial Guinea,2022,0,0,0.057526047424379806
510,Equatorial Guinea,2023,0,0,0.04041618180645878
511,Gambia,2017,0,0,6.828362285589424e-06
512,Gambia,2018,0,0,6.828362285589424e-06
513,Gambia,2019,0,0,6.828362285589424e-06
514,Gambia,2020,0,0,6.828362285589424e-06
515,Gambia,2021,0,0,6.828362285589424e-06
516,Gambia,2022,0,0,6.828362285589424e-06
517,Gambia,2023,0,0,6.828362285589424e-06
518,Mali,2017,1,1,0.7804413708938774
519,Mali,2018,1,1,0.9442386176383774
520,Mali,2019,1,1,0.9697337405576171
521,Mali,2020,1,1,0.9685923487635704
522,Mali,2021,1,1,0.8801785849791806
523,Mali,2022,1,1,0.9124145316388529
524,Mali,2023,1,1,0.898527111151421
525,Senegal,2017,0,0,0.04368449852318141
526,Senegal,2018,0,0,0.019845046620646623
527,Senegal,2019,0,0,0.02464816529877888
528,Senegal,2020,0,0,0.009730271266811636
529,Senegal,2021,0,0,0.005376724607822624
530,Senegal,2022,0,0,0.006144915364951434
531,Senegal,2023,0,0,0.0060224809775396475
532,Benin,2017,0,0,0.12414754804460894
533,Benin,2018,0,0,0.09274828374603075
534,Benin,2019,0,0,0.09015969016906505
535,Benin,2020,0,0,0.10306822062972874
536,Benin,2021,0,0,0.08770364388062624
537,Benin,2022,1,0,0.08503515604494896
538,Benin,2023,1,1,0.898527111151421
539,Mauritania,2017,0,0,0.12414754804460894
540,Mauritania,2018,0,0,0.09274828374603075
541,Mauritania,2019,0,0,0.09015969016906505
542,Mauritania,2020,0,0,0.10306822062972874
543,Mauritania,2021,0,0,0.08770364388062624
544,Mauritania,2022,0,0,0.08503515604494896
545,Mauritania,2023,0,0,0.08226799326672421
546,Niger,2017,1,1,0.7804413708938774
547,Niger,2018,1,1,0.9442386176383774
548,Niger,2019,1,1,0.9697337405576171
549,Niger,2020,1,1,0.9685923487635704
550,Niger,2021,1,1,0.8801785849791806
551,Niger,2022,1,1,0.9124145316388529
552,Niger,2023,1,1,0.898527111151421
553,Ivory Coast,2017,0,0,0.2516969619322763
554,Ivory Coast,2018,0,0,0.16166259719737866
555,Ivory Coast,2019,0,0,0.11511985550212848
556,Ivory Coast,2020,0,0,0.07341965201467147
557,Ivory Coast,2021,0,0,0.0878026214250968
558,Ivory Coast,2022,0,0,0.027930334433953433
559,Ivory Coast,2023,0,0,0.02037190626895758
560,Guinea,2017,0,0,0.02464816529877888
561,Guinea,2018,0,0,0.009730271266811636
562,Guinea,2019,0,0,0.005376724607822624
563,Guinea,2020,0,0,0.006144915364951434
564,Guinea,2021,0,0,0.0060224809775396475
565,Guinea,2022,0,0,0.011410851779164975
