,country,year,d_sb,preds,preds_proba
395,Russia (Soviet Union),2020,1,1,0.8013214848841717
396,Russia (Soviet Union),2021,1,1,0.8013214848841717
397,Russia (Soviet Union),2022,1,1,0.8013214848841717
398,Russia (Soviet Union),2023,1,1,0.8013214848841717
399,Estonia,2017,0,0,0.0061480665852107165
400,Estonia,2018,0,0,0.004600857713243354
401,Estonia,2019,0,0,0.004600857713243354
402,Estonia,2020,0,0,0.004915531397626286
403,Estonia,2021,0,0,0.005102377436490261
404,Estonia,2022,0,0,0.004767549334846017
405,Estonia,2023,0,0,0.0047242889813772755
406,Latvia,2017,0,0,0.0061480665852107165
407,Latvia,2018,0,0,0.004600857713243354
408,Latvia,2019,0,0,0.004600857713243354
409,Latvia,2020,0,0,0.004915531397626286
410,Latvia,2021,0,0,0.005102377436490261
411,Latvia,2022,0,0,0.004767549334846017
412,Latvia,2023,0,0,0.0047242889813772755
413,Lithuania,2017,0,0,0.0061480665852107165
414,Lithuania,2018,0,0,0.004600857713243354
415,Lithuania,2019,0,0,0.004600857713243354
416,Lithuania,2020,0,0,0.004915531397626286
417,Lithuania,2021,0,0,0.005102377436490261
418,Lithuania,2022,0,0,0.004767549334846017
419,Lithuania,2023,0,0,0.0047242889813772755
420,Ukraine,2017,1,1,0.7413373532975761
421,Ukraine,2018,1,1,0.694698375847646
422,Ukraine,2019,1,1,0.8865894396763961
423,Ukraine,2020,1,1,0.9358973878708877
424,Ukraine,2021,1,1,0.8674265618743836
425,Ukraine,2022,1,1,0.7481042803429794
426,Ukraine,2023,0,1,0.9453921738277586
427,Belarus,2017,0,0,0.0078241394949142
428,Belarus,2018,0,0,0.0061480665852107165
429,Belarus,2019,0,0,0.004600857713243354
430,Belarus,2020,0,0,0.004915531397626286
431,Belarus,2021,0,0,0.005102377436490261
432,Belarus,2022,0,0,0.004767549334846017
433,Belarus,2023,0,0,0.0047242889813772755
434,Armenia,2017,0,1,0.7413373532975761
435,Armenia,2018,1,0,0.07896043851437352
436,Armenia,2019,1,1,0.8865894396763961
437,Armenia,2020,1,1,0.9358973878708877
438,Armenia,2021,1,1,0.8674265618743836
439,Armenia,2022,1,1,0.7481042803429794
440,Armenia,2023,1,1,0.9453921738277586
441,Georgia,2017,0,0,0.01289222660594524
442,Georgia,2018,0,0,0.012302546237457863
443,Georgia,2019,0,0,0.009819329630337631
444,Georgia,2020,0,0,0.023747004718869185
445,Georgia,2021,0,0,0.04821051427780977
446,Georgia,2022,0,0,0.018121875844922492
447,Georgia,2023,0,0,0.01083245801901336
448,Azerbaijan,2017,1,1,0.7413373532975761
449,Azerbaijan,2018,1,1,0.694698375847646
450,Azerbaijan,2019,1,1,0.8865894396763961
451,Azerbaijan,2020,1,1,0.9358973878708877
452,Azerbaijan,2021,1,1,0.8674265618743836
453,Azerbaijan,2022,1,1,0.7481042803429794
454,Azerbaijan,2023,1,1,0.9453921738277586
455,Finland,2017,0,0,0.012796074437887862
456,Finland,2018,0,0,0.012796074437887862
457,Finland,2019,0,0,0.012796074437887862
458,Finland,2020,0,0,0.012796074437887862
459,Finland,2021,0,0,0.012796074437887862
460,Finland,2022,0,0,0.012796074437887862
461,Finland,2023,0,0,0.013244504931161406
462,Sweden,2017,0,0,0.0001381430350633014
463,Sweden,2018,0,0,0.0001381430350633014
464,Sweden,2019,0,0,0.0001381430350633014
465,Sweden,2020,0,0,0.0001381430350633014
466,Sweden,2021,0,0,0.0001381430350633014
467,Sweden,2022,0,0,0.0001381430350633014
468,Sweden,2023,0,0,0.0001381430350633014
469,Norway,2017,0,0,0.013244504931161406
470,Norway,2018,0,0,0.013244504931161406
471,Norway,2019,0,0,0.013244504931161406
472,Norway,2020,0,0,0.013244504931161406
473,Norway,2021,0,0,0.013244504931161406
474,Norway,2022,0,0,0.013244504931161406
475,Norway,2023,0,0,0.013244504931161406
476,Denmark,2017,0,0,0.0001381430350633014
477,Denmark,2018,0,0,0.0001381430350633014
478,Denmark,2019,0,0,0.0001381430350633014
479,Denmark,2020,0,0,0.0001381430350633014
480,Denmark,2021,0,0,0.0001381430350633014
481,Denmark,2022,0,0,0.0001381430350633014
482,Denmark,2023,0,0,0.0001381430350633014
483,Iceland,2017,0,0,0.013753113610454804
484,Iceland,2018,0,0,0.0130057294549989
485,Iceland,2019,0,0,0.011959391637360635
486,Iceland,2020,0,0,0.014850700627324331
487,Iceland,2021,0,0,0.0031515603371998547
488,Iceland,2022,0,0,0.0021201702026707073
489,Iceland,2023,0,0,0.0021201702026707073
490,Cabo Verde,2017,0,0,7.630269545629015e-05
491,Cabo Verde,2018,0,0,7.630269545629015e-05
492,Cabo Verde,2019,0,0,7.630269545629015e-05
493,Cabo Verde,2020,0,0,0.00010833344497582891
494,Cabo Verde,2021,0,0,7.630269545629015e-05
495,Cabo Verde,2022,0,0,7.630269545629015e-05
496,Cabo Verde,2023,0,0,7.630269545629015e-05
497,Guinea-Bissau,2017,0,0,7.320302961852048e-05
498,Guinea-Bissau,2018,0,0,0.00012744080454916274
499,Guinea-Bissau,2019,0,0,0.000172796804672174
500,Guinea-Bissau,2020,0,0,6.602763960704479e-05
501,Guinea-Bissau,2021,0,0,0.00050861079386558
502,Guinea-Bissau,2022,0,0,0.00010697144354405469
503,Guinea-Bissau,2023,0,0,9.450288836522937e-05
504,Equatorial Guinea,2017,0,0,0.009536598480583325
505,Equatorial Guinea,2018,0,0,0.009648620606709105
506,Equatorial Guinea,2019,0,0,0.009504969164604271
507,Equatorial Guinea,2020,0,0,0.009504969164604271
508,Equatorial Guinea,2021,0,0,0.010341818516994061
509,Equatorial Guinea,2022,0,0,0.050401910761189515
510,Equatorial Guinea,2023,0,0,0.0440784431162817
511,Gambia,2017,0,0,8.177136000840652e-05
512,Gambia,2018,0,0,8.177136000840652e-05
513,Gambia,2019,0,0,0.00019626425190803442
514,Gambia,2020,0,0,0.00019626425190803442
515,Gambia,2021,0,0,0.00019626425190803442
516,Gambia,2022,0,0,0.00020120563475402387
517,Gambia,2023,0,0,0.0008738513746643377
518,Mali,2017,1,1,0.8903290945192878
