,country,year,d_ns,preds,preds_proba
568,Burkina Faso,2018,1,0,0.07938150020703129
569,Burkina Faso,2019,1,0,0.11423221136490729
570,Burkina Faso,2020,1,0,0.12448919130159722
571,Burkina Faso,2021,1,0,0.1403551837162622
572,Burkina Faso,2022,1,0,0.16524092341037
573,Burkina Faso,2023,1,0,0.20323417005040076
574,Liberia,2017,0,0,0.044097411745631115
575,Liberia,2018,0,0,0.06164419481480951
576,Liberia,2019,0,0,0.0632856205086304
577,Liberia,2020,0,0,0.08014663366098028
578,Liberia,2021,0,0,0.06924630611242266
579,Liberia,2022,0,0,0.06976253030121321
580,Liberia,2023,0,0,0.11275327849107643
581,Sierra Leone,2017,0,0,0.06632125884104306
582,Sierra Leone,2018,0,0,0.07520768951950912
583,Sierra Leone,2019,0,0,0.07372860076165931
584,Sierra Leone,2020,0,0,0.08479916736319935
585,Sierra Leone,2021,0,0,0.09119189703065189
586,Sierra Leone,2022,0,0,0.08794705927253982
587,Sierra Leone,2023,0,0,0.13682561628453882
588,Ghana,2017,0,0,0.10495040384897594
589,Ghana,2018,0,0,0.12360822095812049
590,Ghana,2019,0,0,0.13844878845355524
591,Ghana,2020,0,0,0.15343974058662085
592,Ghana,2021,0,0,0.1609197237303208
593,Ghana,2022,1,0,0.1527295082410953
