,country,year,d_osv,preds,preds_proba
558,Ivory Coast,2022,0,1,0.7044521076893834
559,Ivory Coast,2023,0,1,0.7289448159957144
560,Guinea,2017,0,0,0.2145118853202685
561,Guinea,2018,0,0,0.21048511742748255
562,Guinea,2019,1,0,0.22183919498665
563,Guinea,2020,0,0,0.2666571348644702
564,Guinea,2021,0,0,0.25785331393490074
565,Guinea,2022,0,0,0.24766654461639484
566,Guinea,2023,0,0,0.3088323083270686
567,Burkina Faso,2017,1,1,0.5647455089820356
568,Burkina Faso,2018,1,0,0.4424668520102649
569,Burkina Faso,2019,1,0,0.3706194753350441
570,Burkina Faso,2020,1,0,0.3465123324779012
571,Burkina Faso,2021,1,0,0.3537327131451381
572,Burkina Faso,2022,1,0,0.3500739592244082
573,Burkina Faso,2023,1,0,0.35679622897062996
574,Liberia,2017,0,0,0.09724206889251798
575,Liberia,2018,0,0,0.13501473784033668
576,Liberia,2019,1,0,0.16015344851422703
577,Liberia,2020,1,0,0.17903116926320523
578,Liberia,2021,0,0,0.15413928636234034
579,Liberia,2022,0,0,0.11934013466573345
580,Liberia,2023,0,0,0.09175904144092768
581,Sierra Leone,2017,0,0,0.06832020482843836
582,Sierra Leone,2018,0,0,0.08207929379336565
583,Sierra Leone,2019,0,0,0.07973042011215661
584,Sierra Leone,2020,0,0,0.04506938503944493
585,Sierra Leone,2021,1,0,0.04314406900484746
586,Sierra Leone,2022,0,0,0.0583262047333904
587,Sierra Leone,2023,0,0,0.04425434844596522
588,Ghana,2017,0,0,0.17984061638627497
589,Ghana,2018,0,0,0.19857814133637489
590,Ghana,2019,0,0,0.22196173129930616
591,Ghana,2020,0,0,0.23483598279631215
592,Ghana,2021,0,0,0.24582561068339517
593,Ghana,2022,0,0,0.2761788922155689
594,Ghana,2023,0,0,0.27037977616196185
595,Togo,2017,0,0,0.05969643505197399
596,Togo,2018,0,0,0.10855134968158917
597,Togo,2019,1,0,0.06534074707727403
598,Togo,2020,0,0,0.04911427145708582
599,Togo,2021,0,0,0.06634231536926147
